,movie,year,rating,genre,runtime_min,imdb,metascore,votes,n_imdb
1034,What Planet Are You From?,2000,R,"['Comedy', ' Sci-Fi']",105,5.6,41,9582,56.0
1035,Summer Wars,2009,PG,"['Animation', ' Action', ' Adventure']",114,7.4,63,29970,74.0
1036,The Visitor,1979,R,"['Horror', ' Sci-Fi']",108,5.1,65,3950,51.0
1037,See You Yesterday,2019,TV-MA,"['Action', ' Adventure', ' Crime']",84,5.2,74,10988,52.0
1038,The Computer Wore Tennis Shoes,1969,G,"['Comedy', ' Family', ' Sci-Fi']",91,6.0,54,5443,60.0
1039,Future World,2018,R,"['Action', ' Adventure', ' Sci-Fi']",88,3.2,10,6418,32.0
1040,Stake Land,2010,R,"['Drama', ' Horror', ' Sci-Fi']",98,6.4,66,42928,64.0
1041,Offseason,2021,,"['Drama', ' Fantasy', ' Horror']",83,4.9,55,1802,49.0
1042,Happily,2021,R,"['Comedy', ' Crime', ' Romance']",96,5.3,58,3956,53.0
1043,Cheech and Chong's Next Movie,1980,R,"['Comedy', ' Crime', ' Sci-Fi']",99,6.0,66,14304,60.0
1044,Don't Let Go,2019,R,"['Drama', ' Horror', ' Mystery']",103,6.3,49,11260,63.0
1045,A Shaun the Sheep Movie: Farmageddon,2019,G,"['Animation', ' Adventure', ' Comedy']",86,6.8,79,13978,68.0
1046,The Cleanse,2016,R,"['Comedy', ' Drama', ' Fantasy']",81,5.1,58,3929,51.0
1047,The People That Time Forgot,1977,PG,"['Adventure', ' Sci-Fi']",91,5.4,34,3143,54.0
1048,Steel,1997,PG-13,"['Action', ' Adventure', ' Crime']",97,2.9,28,14196,29.0
1049,Space Chimps,2008,G,"['Animation', ' Adventure', ' Comedy']",81,4.5,36,11906,45.0
1050,The Incredible Shrinking Man,1957,Not Rated,"['Horror', ' Sci-Fi']",81,7.6,73,18444,76.0
1051,Ratchet & Clank,2016,PG,"['Animation', ' Action', ' Adventure']",94,5.5,29,11135,55.0
1052,The Last Mimzy,2007,PG,"['Action', ' Adventure', ' Drama']",90,6.2,59,21706,62.0
1053,Jin-Roh: The Wolf Brigade,1999,R,"['Animation', ' Action', ' Drama']",102,7.4,59,17177,74.0
1054,The Gracefield Incident,2017,PG-13,"['Action', ' Horror', ' Mystery']",89,4.2,21,2453,42.0
1055,World on a Wire,1973,Not Rated,"['Crime', ' Mystery', ' Sci-Fi']",212,7.7,76,6278,77.0
1056,Petrov's Flu,2021,Unrated,"['Drama', ' Sci-Fi']",145,6.8,79,2304,68.0
1057,The Absent Minded Professor,1961,Approved,"['Comedy', ' Family', ' Sci-Fi']",92,6.7,75,8558,67.0
1058,Night Raiders,2021,,"['Action', ' Sci-Fi', ' Thriller']",101,5.3,63,1118,53.0
1059,iBoy,2017,TV-MA,"['Action', ' Crime', ' Sci-Fi']",90,5.9,50,23287,59.0
1060,Liquid Sky,1982,R,"['Sci-Fi', ' Thriller']",112,6.0,66,6435,60.0
1061,Futureworld,1976,PG,"['Sci-Fi', ' Thriller']",108,5.7,46,11076,57.0
1062,Last and First Men,2020,,"['Fantasy', ' Mystery', ' Sci-Fi']",70,6.7,80,3551,67.0
1063,Phantasm II,1988,R,"['Action', ' Fantasy', ' Horror']",97,6.4,42,15608,64.0
1064,A Sound of Thunder,2005,PG-13,"['Action', ' Adventure', ' Horror']",110,4.2,24,19907,42.0
1065,The Beach House,2019,Not Rated,"['Drama', ' Horror', ' Mystery']",88,5.3,64,7277,53.0
1066,Agent Cody Banks 2: Destination London,2004,PG,"['Action', ' Adventure', ' Comedy']",100,4.5,32,15194,45.0
1067,Wing Commander,1999,PG-13,"['Action', ' Adventure', ' Sci-Fi']",100,4.3,21,16942,43.0
1068,Hard to Be a God,2013,Not Rated,"['Drama', ' Sci-Fi']",177,6.6,90,5917,66.0
1069,The Adventures of Pluto Nash,2002,PG-13,"['Action', ' Comedy', ' Sci-Fi']",95,3.8,12,26095,38.0
1070,Critters 2: The Main Course,1988,PG-13,"['Comedy', ' Horror', ' Sci-Fi']",86,5.5,48,15603,55.0
1071,Occupation,2018,R,"['Action', ' Drama', ' Sci-Fi']",119,4.7,45,18342,47.0
1072,Saturday the 14th,1981,PG,"['Comedy', ' Fantasy', ' Horror']",75,4.6,13,4492,46.0
1073,The Bride,1985,PG-13,"['Fantasy', ' Horror', ' Romance']",118,5.4,30,3233,54.0
1074,Bride of Re-Animator,1990,R,"['Comedy', ' Horror', ' Sci-Fi']",96,6.2,54,16329,62.0
1075,The Notebook II,2008,PG,"['Adventure', ' Comedy', ' Family']",89,4.7,53,7580,47.0
1076,My Science Project,1985,PG,"['Action', ' Adventure', ' Comedy']",94,5.9,38,5996,59.0
1077,Ghost in the Shell 2: Innocence,2004,PG-13,"['Animation', ' Drama', ' Mystery']",100,7.4,66,38734,74.0
1078,Millennium,1989,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",108,5.7,26,6500,57.0
1079,Strawberry Mansion,2021,,"['Adventure', ' Comedy', ' Drama']",91,6.4,74,1446,64.0
1080,Proximity,2020,Not Rated,"['Drama', ' Sci-Fi']",119,4.8,38,7926,48.0
1081,Impostor,2001,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",95,6.2,33,23904,62.0
1082,Krrish,2006,Not Rated,"['Action', ' Adventure', ' Sci-Fi']",154,6.4,68,21820,64.0
1083,MFKZ,2017,R,"['Animation', ' Action', ' Comedy']",94,6.7,48,4629,67.0
1084,Modern Problems,1981,PG,"['Comedy', ' Fantasy', ' Sci-Fi']",93,5.0,27,5559,50.0
1085,Universal Soldier: The Return,1999,R,"['Action', ' Sci-Fi']",83,4.2,24,29646,42.0
1086,Air,2015,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",95,5.1,33,12234,51.0
1087,The Unthinkable,2018,,"['Action', ' Romance', ' Sci-Fi']",129,6.0,66,8220,60.0
1088,It's Alive,1974,PG,"['Horror', ' Sci-Fi']",91,5.8,72,8152,58.0
1089,I Still See You,2018,PG-13,"['Fantasy', ' Horror', ' Sci-Fi']",98,5.8,31,10392,58.0
1090,Cocoon: The Return,1988,PG,"['Adventure', ' Comedy', ' Mystery']",116,5.4,45,16658,54.0
1091,Voyage to the Bottom of the Sea,1961,PG,"['Action', ' Adventure', ' Sci-Fi']",105,6.0,49,6245,60.0
1092,Evangelion: 2.0 You Can (Not) Advance,2009,,"['Animation', ' Action', ' Drama']",112,7.9,45,22142,79.0
1093,Diamantino,2018,,"['Comedy', ' Drama', ' Fantasy']",96,6.3,75,2918,63.0
1094,The Manhattan Project,1986,PG-13,"['Sci-Fi', ' Thriller']",117,6.1,61,6300,61.0
1095,After Blue,2021,Unrated,"['Fantasy', ' Sci-Fi']",129,5.4,56,624,54.0
1096,What the #$*! Do We (K)now!?,2004,Not Rated,"['Documentary', ' Comedy', ' Drama']",109,5.2,38,13628,52.0
1097,Detention,2011,R,"['Adventure', ' Comedy', ' Fantasy']",93,5.6,45,15732,56.0
1098,The Cat from Outer Space,1978,G,"['Comedy', ' Family', ' Sci-Fi']",104,6.0,58,5388,60.0
1099,Clara,2018,Not Rated,['Sci-Fi'],105,6.7,43,5187,67.0
1100,Grabbers,2012,Not Rated,"['Action', ' Adventure', ' Comedy']",94,6.3,62,18626,63.0
1101,Fido,2006,R,"['Comedy', ' Drama', ' Horror']",93,6.7,70,29430,67.0
1102,Fast Color,2018,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",100,6.1,64,6496,61.0
1103,CJ7,2008,PG,"['Adventure', ' Comedy', ' Drama']",88,6.4,46,16137,64.0
1104,Branded,2012,R,"['Drama', ' Fantasy', ' Sci-Fi']",106,4.6,20,9180,46.0
1105,Kingsglaive: Final Fantasy XV,2016,PG-13,"['Animation', ' Action', ' Adventure']",110,6.7,35,21981,67.0
1106,Radioflash,2019,Unrated,"['Drama', ' Romance', ' Sci-Fi']",103,4.9,34,5576,49.0
1107,Sound of My Voice,2011,R,"['Drama', ' Mystery', ' Sci-Fi']",85,6.6,67,22192,66.0
1108,Extinction,2015,R,"['Action', ' Adventure', ' Drama']",112,5.8,46,17251,58.0
1109,Officer Downe,2016,R,"['Action', ' Comedy', ' Sci-Fi']",88,4.2,26,2146,42.0
1110,Robot & Frank,2012,PG-13,"['Comedy', ' Crime', ' Drama']",89,7.0,67,64468,70.0
1111,Night of the Lepus,1972,PG,"['Horror', ' Sci-Fi', ' Thriller']",88,4.1,37,5065,41.0
1112,Battle for Terra,2007,PG,"['Animation', ' Action', ' Adventure']",85,6.5,54,11875,65.0
1113,Mighty Joe Young,1949,Approved,"['Adventure', ' Drama', ' Fantasy']",94,7.0,61,5370,70.0
1114,The Signal,2007,R,"['Horror', ' Sci-Fi', ' Thriller']",103,6.0,63,21404,60.0
1115,Evangelion: 3.0 You Can (Not) Redo,2012,TV-14,"['Animation', ' Action', ' Drama']",96,6.9,45,15958,69.0
1116,Phineas and Ferb the Movie: Candace Against the Universe,2020,TV-G,"['Animation', ' Adventure', ' Comedy']",86,7.1,77,4675,71.0
1117,Universal Soldier: Regeneration,2009,R,"['Action', ' Adventure', ' Sci-Fi']",97,5.2,70,25752,52.0
1118,Only,2019,TV-MA,"['Drama', ' Romance', ' Sci-Fi']",98,5.1,53,3611,51.0
1119,Transit,2018,Not Rated,"['Drama', ' Sci-Fi']",101,6.9,82,10621,69.0
1120,My Hero Academia: Heroes Rising,2019,PG-13,"['Animation', ' Action', ' Adventure']",104,7.8,70,8381,78.0
1121,Earth to Echo,2014,PG,"['Adventure', ' Family', ' Sci-Fi']",91,5.7,53,19229,57.0
1122,Banshee Chapter,2013,R,"['Horror', ' Mystery', ' Sci-Fi']",87,5.4,62,10199,54.0
1123,The Astronaut Farmer,2006,PG,"['Adventure', ' Drama', ' Sci-Fi']",104,6.3,55,22834,63.0
1124,Monsters: Dark Continent,2014,R,"['Action', ' Drama', ' Horror']",119,4.3,42,10796,43.0
1125,Open Grave,2013,Unrated,"['Horror', ' Mystery', ' Sci-Fi']",102,6.2,33,30206,62.0
1126,Atlas Shrugged II: The Strike,2012,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",111,5.3,26,7344,53.0
1127,Metropolis,2001,PG-13,"['Animation', ' Adventure', ' Drama']",108,7.2,75,21664,72.0
1128,Robot Overlords,2014,PG-13,"['Action', ' Adventure', ' Sci-Fi']",90,4.6,47,7426,46.0
1129,Cabin Fever 3: Patient Zero,2014,Not Rated,"['Horror', ' Sci-Fi']",91,4.4,30,7860,44.0
1130,Approaching the Unknown,2016,R,"['Drama', ' Sci-Fi', ' Thriller']",90,4.9,53,8921,49.0
1131,Steamboy,2004,PG-13,"['Animation', ' Action', ' Adventure']",126,6.8,66,17905,68.0
1132,Return to Nuke 'Em High Volume 1,2013,Not Rated,"['Action', ' Comedy', ' Drama']",85,5.3,40,2176,53.0
1133,American Hero,2015,Not Rated,"['Action', ' Comedy', ' Drama']",86,5.0,42,4276,50.0
1134,Abominable,2006,R,"['Horror', ' Sci-Fi', ' Thriller']",94,5.1,31,4635,51.0
1135,The Apple,1980,PG,"['Music', ' Musical', ' Sci-Fi']",90,4.3,39,2367,43.0
1136,Deathsport,1978,R,"['Action', ' Drama', ' Sci-Fi']",82,4.1,33,2080,41.0
1137,Big Man Japan,2007,PG-13,"['Action', ' Comedy', ' Sci-Fi']",113,6.3,62,3849,63.0
1138,Marooned,1969,G,"['Adventure', ' Drama', ' Sci-Fi']",134,5.8,62,5385,58.0
1139,King Kong vs. Godzilla,1963,Not Rated,"['Action', ' Adventure', ' Fantasy']",91,5.7,40,10516,57.0
1140,Butt Boy,2019,TV-MA,"['Crime', ' Sci-Fi', ' Thriller']",99,5.5,56,1700,55.0
1141,Ballistic: Ecks vs. Sever,2002,R,"['Action', ' Crime', ' Mystery']",91,3.6,19,20259,36.0
1142,Nightmares,1983,R,"['Horror', ' Sci-Fi']",99,5.7,39,3399,57.0
1143,Phase IV,1974,PG,"['Horror', ' Sci-Fi', ' Thriller']",84,6.4,49,8813,64.0
1144,Kafka,1991,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",98,6.8,46,10137,68.0
1145,Return from Witch Mountain,1978,G,"['Adventure', ' Family', ' Fantasy']",95,5.7,51,5277,57.0
1146,Pandemic,2016,TV-MA,"['Action', ' Horror', ' Sci-Fi']",91,4.4,47,9266,44.0
1147,The Cured,2017,R,"['Drama', ' Horror', ' Sci-Fi']",95,5.6,57,8818,56.0
1148,Linoleum,2022,,"['Comedy', ' Drama', ' Sci-Fi']",101,7.6,81,117,76.0
1149,Appleseed,2004,R,"['Animation', ' Action', ' Adventure']",101,6.9,40,18189,69.0
1150,Youth Without Youth,2007,R,"['Drama', ' Fantasy', ' Mystery']",124,6.1,43,13713,61.0
1151,Smilla's Sense of Snow,1997,R,"['Crime', ' Drama', ' Mystery']",121,6.3,45,14640,63.0
1152,Lawnmower Man 2: Beyond Cyberspace,1996,PG-13,"['Action', ' Sci-Fi', ' Thriller']",93,2.5,29,9706,25.0
1153,Teknolust,2002,R,"['Comedy', ' Drama', ' Romance']",85,5.3,43,1632,53.0
1154,Promare,2019,PG-13,"['Animation', ' Action', ' Adventure']",111,7.0,76,4434,70.0
1155,Atlas Shrugged: Who Is John Galt?,2014,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",99,4.3,9,3586,43.0
1156,God Told Me To,1976,R,"['Crime', ' Horror', ' Sci-Fi']",91,6.2,55,5681,62.0
1157,The Remaining,2014,PG-13,"['Drama', ' Horror', ' Mystery']",88,4.3,38,7386,43.0
1158,Good Boy,2003,PG,"['Comedy', ' Drama', ' Family']",87,5.1,49,4468,51.0
1159,The Powerpuff Girls Movie,2002,PG,"['Animation', ' Action', ' Adventure']",73,6.5,65,10280,65.0
1160,Jonathan,2018,TV-MA,"['Drama', ' Sci-Fi']",100,5.9,62,6362,59.0
1161,Bats,1999,PG-13,"['Horror', ' Sci-Fi', ' Thriller']",91,4.0,23,10643,40.0
1162,Meteor,1979,PG,"['Action', ' Drama', ' Sci-Fi']",108,5.0,27,7401,50.0
1163,The Specials,2000,R,"['Action', ' Comedy', ' Fantasy']",82,5.7,38,2403,57.0
1164,The Day of the Dolphin,1973,PG,"['Drama', ' Sci-Fi', ' Thriller']",104,6.0,40,3271,60.0
1165,Iceman,1984,PG,"['Drama', ' Sci-Fi']",100,6.1,62,5646,61.0
1166,Steel Dawn,1987,R,"['Action', ' Adventure', ' Sci-Fi']",100,5.1,24,5205,51.0
1167,Frankenstein's Army,2013,R,"['Horror', ' Sci-Fi']",84,5.3,49,8735,53.0
1168,At First Light,2018,TV-14,"['Drama', ' Sci-Fi', ' Thriller']",90,5.6,49,3849,56.0
1169,Glasshouse,2021,,"['Drama', ' Sci-Fi', ' Thriller']",97,5.5,65,604,55.0
1170,Alien Abduction,2014,Not Rated,"['Action', ' Adventure', ' Horror']",85,4.8,46,8556,48.0
1171,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,R,"['Animation', ' Action', ' Adventure']",86,6.7,54,14126,67.0
1172,Children of the Sea,2019,Not Rated,"['Animation', ' Adventure', ' Fantasy']",111,6.5,74,3055,65.0
1173,The Brother from Another Planet,1984,R,"['Comedy', ' Sci-Fi']",108,6.8,70,6190,68.0
1174,Real Men,1987,PG-13,"['Action', ' Comedy', ' Sci-Fi']",85,6.0,47,4427,60.0
1175,Divine Love,2019,,"['Drama', ' Sci-Fi']",101,6.2,86,2079,62.0
1176,Rememory,2017,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",111,6.1,48,16855,61.0
1177,Big Ass Spider!,2013,PG-13,"['Action', ' Adventure', ' Comedy']",80,5.3,53,7400,53.0
1178,Bug,1975,PG,"['Horror', ' Mystery', ' Sci-Fi']",99,5.2,42,2496,52.0
1179,Moon 44,1990,R,"['Action', ' Sci-Fi', ' Thriller']",98,5.0,39,5347,50.0
1180,Jeruzalem,2015,R,"['Horror', ' Sci-Fi', ' Thriller']",94,4.8,45,10189,48.0
1181,The Medusa Touch,1978,PG,"['Horror', ' Sci-Fi']",109,6.9,49,6796,69.0
1182,Marjorie Prime,2017,,"['Drama', ' Romance', ' Sci-Fi']",99,6.3,82,6520,63.0
1183,Metropia,2009,TV-14,"['Animation', ' Drama', ' Mystery']",86,6.2,47,7852,62.0
1184,LX 2048,2020,,"['Drama', ' Sci-Fi', ' Thriller']",103,4.9,61,1728,49.0
1185,Code 46,2003,R,"['Drama', ' Romance', ' Sci-Fi']",93,6.1,57,20720,61.0
1186,The Strongest Man in the World,1975,G,"['Comedy', ' Family', ' Sci-Fi']",92,5.9,63,3386,59.0
1187,Starfish,2018,Not Rated,"['Drama', ' Sci-Fi', ' Thriller']",101,5.2,74,4263,52.0
1188,Right at Your Door,2006,R,"['Drama', ' Sci-Fi', ' Thriller']",96,6.1,57,13993,61.0
1189,The History of Future Folk,2012,Not Rated,"['Comedy', ' Music', ' Sci-Fi']",86,7.1,67,3576,71.0
1190,The Day,2011,R,"['Action', ' Drama', ' Horror']",87,5.2,41,12871,52.0
1191,Devil's Gate,2017,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",94,5.1,37,6380,51.0
1192,Young Ones,2014,R,"['Action', ' Drama', ' Romance']",100,5.8,47,9870,58.0
1193,Godzilla 2000: Millennium,1999,PG,"['Action', ' Adventure', ' Drama']",99,6.0,41,8495,60.0
1194,Vanishing Waves,2012,Unrated,"['Romance', ' Sci-Fi', ' Thriller']",124,5.9,58,2753,59.0
1195,Empire of the Ants,1977,PG,"['Adventure', ' Horror', ' Sci-Fi']",89,4.2,26,4971,42.0
1196,Advantageous,2015,Not Rated,"['Drama', ' Family', ' Sci-Fi']",90,6.1,59,5608,61.0
1197,The Scribbler,2014,R,"['Mystery', ' Sci-Fi', ' Thriller']",88,5.3,32,5012,53.0
1198,Jupiter's Moon,2017,PG-13,"['Drama', ' Fantasy', ' Mystery']",129,6.1,56,3337,61.0
1199,Perfect,2018,,"['Horror', ' Mystery', ' Sci-Fi']",88,3.9,36,1092,39.0
1200,Godzilla 1985,1985,PG,"['Action', ' Horror', ' Sci-Fi']",87,6.1,31,6490,61.0
1201,Let Us In,2021,,"['Horror', ' Sci-Fi']",84,4.4,56,599,44.0
1202,4:44 Last Day on Earth,2011,R,"['Drama', ' Fantasy', ' Sci-Fi']",82,4.6,54,5473,46.0
1203,The Manitou,1978,PG,"['Horror', ' Sci-Fi']",104,5.3,47,2969,53.0
1204,Spaced Invaders,1990,PG,"['Adventure', ' Comedy', ' Sci-Fi']",100,5.3,38,3752,53.0
1205,The Omega Code,1999,PG-13,"['Action', ' Adventure', ' Fantasy']",100,3.5,14,5393,35.0
1206,April and the Extraordinary World,2015,PG,"['Animation', ' Adventure', ' Comedy']",105,7.3,85,7835,73.0
1207,Godzilla: King of the Monsters!,1956,Not Rated,"['Action', ' Horror', ' Sci-Fi']",80,6.3,60,8025,63.0
1208,The Anomaly,2014,Not Rated,"['Action', ' Mystery', ' Sci-Fi']",97,4.7,27,7630,47.0
1209,Undergods,2020,,"['Drama', ' Sci-Fi', ' Thriller']",92,5.4,71,1194,54.0
1210,Godsend,2004,PG-13,"['Action', ' Drama', ' Fantasy']",102,4.8,24,25875,48.0
1211,Jetsons: The Movie,1990,G,"['Animation', ' Comedy', ' Family']",82,5.5,46,5367,55.0
1212,Phoenix Forgotten,2017,PG-13,"['Horror', ' Mystery', ' Sci-Fi']",87,5.3,33,6491,53.0
1213,Undead,2003,R,"['Action', ' Comedy', ' Fantasy']",97,5.4,34,14337,54.0
1214,Spriggan,1998,R,"['Animation', ' Action', ' Adventure']",90,6.5,48,3960,65.0
1215,The Damned,1962,Approved,"['Drama', ' Fantasy', ' Horror']",87,6.6,72,3615,66.0
1216,Ghost in the Machine,1993,R,"['Horror', ' Sci-Fi', ' Thriller']",95,4.6,34,3899,46.0
1217,Minor Premise,2020,,"['Drama', ' Sci-Fi', ' Thriller']",95,5.6,66,4260,56.0
1218,The Objective,2008,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",90,5.4,26,8182,54.0
1219,Space Station 76,2014,R,"['Comedy', ' Drama', ' Sci-Fi']",93,4.9,49,8374,49.0
1220,Patema Inverted,2013,Not Rated,"['Animation', ' Adventure', ' Drama']",98,7.3,66,9450,73.0
1221,Digimon: The Movie,2000,PG,"['Animation', ' Action', ' Adventure']",82,6.0,20,7527,60.0
1222,Flu,2013,Not Rated,"['Action', ' Drama', ' Sci-Fi']",122,6.6,40,13571,66.0
1223,Here Alone,2016,Not Rated,"['Drama', ' Horror', ' Sci-Fi']",98,5.6,59,7555,56.0
1224,Kill Switch,2017,R,"['Action', ' Sci-Fi', ' Thriller']",91,4.7,31,8636,47.0
1225,The Lovers,2015,R,"['Action', ' Adventure', ' Romance']",109,4.5,19,3317,45.0
1226,Curvature,2017,,"['Mystery', ' Sci-Fi', ' Thriller']",90,4.7,38,3398,47.0
1227,Synchronicity,2015,R,"['Drama', ' Mystery', ' Romance']",101,5.4,39,10962,54.0
1228,Realive,2016,Not Rated,"['Drama', ' Sci-Fi']",112,5.9,59,5322,59.0
1229,From Other Worlds,2004,,"['Comedy', ' Sci-Fi']",88,4.9,43,243,49.0
1230,Bounty Killer,2013,R,"['Action', ' Comedy', ' Sci-Fi']",92,5.5,48,7276,55.0
1231,Lapsis,2020,,"['Drama', ' Mystery', ' Sci-Fi']",108,6.2,74,2304,62.0
1232,Cities of Last Things,2018,TV-MA,"['Crime', ' Drama', ' Sci-Fi']",106,6.2,66,1721,62.0
1233,Children of the Damned,1964,Approved,"['Drama', ' Horror', ' Mystery']",89,6.2,42,4680,62.0
1234,The Dead,2010,R,"['Action', ' Adventure', ' Drama']",105,5.7,59,9373,57.0
1235,Bokeh,2017,TV-MA,"['Drama', ' Sci-Fi']",92,5.0,56,7541,50.0
1236,The Pink Cloud,2021,R,"['Drama', ' Sci-Fi']",105,6.0,69,704,60.0
1237,Kaena: The Prophecy,2003,PG-13,"['Animation', ' Adventure', ' Family']",85,6.0,40,4069,60.0
1238,Digging Up the Marrow,2014,Not Rated,"['Biography', ' Comedy', ' Drama']",89,5.8,45,5436,58.0
1239,Last Words,2020,,"['Drama', ' Sci-Fi']",126,4.7,50,310,47.0
1240,Renaissance,2006,R,"['Animation', ' Action', ' Sci-Fi']",105,6.6,57,16142,66.0
1241,Mystery Science Theater 3000: The Movie,1996,PG-13,"['Comedy', ' Drama', ' Fantasy']",73,7.2,65,18533,72.0
1242,+1,2013,Not Rated,"['Romance', ' Sci-Fi', ' Thriller']",96,5.5,60,8260,55.0
1243,Aftermath,2014,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",92,4.8,40,2014,48.0
1244,The Million Dollar Duck,1971,G,"['Comedy', ' Family', ' Sci-Fi']",89,5.7,45,2424,57.0
1245,Luis and the Aliens,2018,PG,"['Animation', ' Adventure', ' Comedy']",86,6.0,46,2667,60.0
1246,Megiddo: The Omega Code 2,2001,PG-13,"['Action', ' Adventure', ' Fantasy']",104,3.9,35,2860,39.0
1247,Fireworks,2017,TV-PG,"['Animation', ' Drama', ' Fantasy']",90,5.5,40,3411,55.0
1248,Lazer Team,2015,PG-13,"['Action', ' Comedy', ' Sci-Fi']",102,5.5,42,9452,55.0
1249,The Mating Habits of the Earthbound Human,1999,R,"['Comedy', ' Sci-Fi']",88,6.3,26,6329,63.0
1250,1982,2019,,"['Drama', ' History', ' Romance']",100,6.6,59,1058,66.0
1251,Time Changer,2002,PG,"['Drama', ' Fantasy', ' Sci-Fi']",95,5.1,26,2592,51.0
1252,In My Room,2018,TV-MA,"['Drama', ' Sci-Fi']",119,6.2,84,1135,62.0
1253,Volition,2019,TV-MA,"['Sci-Fi', ' Thriller']",91,5.6,62,2062,56.0
1254,Antibirth,2016,Not Rated,"['Comedy', ' Horror', ' Mystery']",94,4.9,56,3403,49.0
1255,Cold Souls,2009,PG-13,"['Comedy', ' Drama', ' Fantasy']",101,6.4,69,9945,64.0
1256,Portals,2019,,"['Horror', ' Sci-Fi']",85,3.2,30,927,32.0
1257,It's All About Love,2003,R,"['Drama', ' Romance', ' Sci-Fi']",106,5.3,32,9645,53.0
1258,Alien Outpost,2014,Not Rated,"['Action', ' Sci-Fi', ' Thriller']",92,4.7,26,6348,47.0
1259,Son of Kong,1933,Passed,"['Adventure', ' Family', ' Horror']",70,5.6,50,4835,56.0
1260,The Mind's Eye,2015,Not Rated,"['Action', ' Horror', ' Sci-Fi']",87,4.7,55,1936,47.0
1261,Skyman,2019,,['Sci-Fi'],92,5.1,57,238,51.0
1262,CQ,2001,R,"['Comedy', ' Drama', ' Sci-Fi']",88,6.2,56,4950,62.0
1263,The Returned,2013,,"['Crime', ' Drama', ' Horror']",98,5.9,47,8551,59.0
1264,Birdboy: The Forgotten Children,2015,TV-14,"['Animation', ' Drama', ' Sci-Fi']",76,7.2,76,2705,72.0
1265,Beneath,2013,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",90,3.6,40,4566,36.0
1266,Pokémon Heroes,2002,G,"['Animation', ' Action', ' Adventure']",71,6.0,27,6314,60.0
1267,The Diabolical,2015,TV-MA,"['Horror', ' Sci-Fi']",86,4.7,25,5624,47.0
1268,William,2019,,"['Adventure', ' Drama', ' Family']",100,5.6,57,574,56.0
1269,Fullmetal Alchemist: The Sacred Star of Milos,2011,TV-PG,"['Animation', ' Action', ' Adventure']",110,6.9,54,5100,69.0
1270,Before We Vanish,2017,R,"['Drama', ' Sci-Fi']",129,6.1,64,2557,61.0
1271,Morons from Outer Space,1985,PG-13,"['Comedy', ' Sci-Fi']",90,4.5,39,2029,45.0
1272,Stranded,2013,Not Rated,"['Horror', ' Sci-Fi']",84,3.5,27,4149,35.0
1273,The Lost Skeleton of Cadavra,2001,PG,"['Comedy', ' Horror', ' Sci-Fi']",90,6.8,45,4951,68.0
1274,The Terminal Man,1974,PG,"['Horror', ' Sci-Fi', ' Thriller']",107,5.6,41,2332,56.0
1275,The Long Walk,2019,,"['Drama', ' Horror', ' Mystery']",116,6.9,72,473,69.0
1276,Blood Glacier,2013,Not Rated,"['Horror', ' Mystery', ' Sci-Fi']",98,5.4,45,3857,54.0
1277,Save the Green Planet!,2003,Not Rated,"['Comedy', ' Crime', ' Drama']",118,7.2,70,8329,72.0
1278,Sleep Dealer,2008,PG-13,"['Drama', ' Romance', ' Sci-Fi']",90,6.0,59,6528,60.0
1279,Unidentified Flying Oddball,1979,G,"['Adventure', ' Comedy', ' Family']",93,5.2,66,1228,52.0
1280,Escaflowne: The Movie,2000,PG-13,"['Adventure', ' Animation', ' Drama']",98,6.6,50,3684,66.0
1281,Spark: A Space Tail,2016,PG,"['Animation', ' Action', ' Adventure']",91,4.4,22,1256,44.0
1282,Riot Girls,2019,,"['Action', ' Sci-Fi']",81,4.6,59,719,46.0
1283,The Institute,2012,Not Rated,"['Documentary', ' Crime', ' Mystery']",92,6.2,55,1337,62.0
1284,Monster Hunt 2,2018,Not Rated,"['Adventure', ' Comedy', ' Fantasy']",110,5.4,63,1801,54.0
1285,Mondocane,2021,,"['Action', ' Sci-Fi']",116,6.2,45,456,62.0
1286,Radio Free Albemuth,2010,R,"['Drama', ' Sci-Fi']",111,5.6,35,1827,56.0
1287,Andron,2015,R,"['Action', ' Sci-Fi']",100,2.7,16,3078,27.0
1288,Almost Human,2013,Unrated,"['Horror', ' Sci-Fi', ' Thriller']",80,4.7,40,3326,47.0
1289,Stung,2015,Not Rated,"['Action', ' Adventure', ' Comedy']",87,5.1,46,5053,51.0
1290,The Wall,2012,Not Rated,"['Drama', ' Mystery', ' Sci-Fi']",108,6.7,67,6527,67.0
1291,Alien Trespass,2009,PG,"['Comedy', ' Horror', ' Sci-Fi']",90,5.7,48,4047,57.0
1292,Atomica,2017,Not Rated,"['Sci-Fi', ' Thriller']",81,4.1,33,2338,41.0
